Canción,Intérprete(s),Fecha,Semanas en el top,Idioma,Tipo intérprete (H/M/grupo/colaboración),Estilo
Cuéntame al oído,La Oreja de Van Gogh,6/02/1999,1,,Grupo,Pop
Agua,Jarabe de palo,13/02/1999,1,,Grupo,Rock
If You Could Read My Mind,Stars on 54,20/02/1999,1,,Grupo,dance
You Gotta Be,Des'ree,27/02/1999,1,,Grupo,soul
When You're Gone,Bryan Adams con Melanie C,6/03/1999,1,,Colaboración,Rock
Can't Take My Eyes Off You,Lauryn Hill,13/03/1999,1,,Mujer,R&B
Big Big World,Emilia,20/03/1999,1,,Mujer,pop
It's not Right but it's Okay,Whitney Houston,27/03/1999,1,,Mujer,R&B
Happy Birthday,Sunflowers,3/04/1999,1,,Grupo,rock
So Young,The Corrs,10/04/1999,1,,Grupo,Folk
Busindree Reel,Hevia,17/04/1999,1,,Hombre,Folk/Instrumental
Maria,Blondie,24/04/1999,1,,Grupo,New wave
Wish I Could Fly,Roxette,1/05/1999,1,,Mujer,Pop-rock
Strong Enough,Cher,8/05/1999,1,,Mujer,Pop
Tender,Blur,15/05/1999,1,,Grupo,Pop
Promises,The Cranberries,22/05/1999,1,,Grupo,Rock
Pura sangre,Jarabe de palo,29/05/1999,1,,Grupo,Pop
Salomé,Chayanne,5/06/1999,1,,Hombre,Pop
... Baby One More Time,Britney Spears,12/06/1999,1,,Mujer,Pop
Searchin' my Soul,Vonda Shepard,19/06/1999,1,,Mujer,Rock
La última carta,Los Cucas,26/06/1999,1,,Grupo,Pop rock
Livin' la vida loca,Ricky Martin,3/07/1999,1,,Grupo,Pop latino
I Want it That Way,Backstreet Boys,10/07/1999,1,,Grupo,Pop
Te quiero igual,Andrés Calamaro,17/07/1999,1,,Hombre,Rock
Bailamos,Enrique Iglesias,24/07/1999,1,,Hombre,Pop
Canned Heat,Jamiroquai,31/07/1999,1,,Grupo,Funk
Wait Here,Deviot,7/08/1999,1,,Grupo,Punk-rock
Blue (Da Ba Dee),Eiffel 65,14/08/1999,1,,Hombre,Italodance
Livin' in Jam,Blue 4 U,21/08/1999,1,,Grupo,Dance
Mambo nº5 (A Little Bit Of...),Lou Bega,28/08/1999,1,,Hombre,Mambo
La Lola,Café Quijano,4/09/1999,1,,Grupo,Rock latino
Wild Wild West,Will Smith,11/09/1999,1,,Hombre,hip hop
Santo Santo,Só Pra Contrariar y Gloria Estefan,18/09/1999,1,,Colaboración,Samba
Mania,Babel Fish,25/09/1999,1,,Grupo,Pop rock
If You Had My Love,Jennifer Lopez,2/10/1999,1,,Mujer,pop
Sometimes,Britney Spears,9/10/1999,1,,Mujer,Pop
19 días y 500 noches,Joaquín Sabina,16/10/1999,1,,Hombre,Trova
Atrapados en la red,Tam Tam Go,23/10/1999,1,,Grupo,Pop
La buena onda,Moneda Dura,30/10/1999,1,,Grupo,Pop rock
Miénteme,Ketama,6/11/1999,1,,Grupo,Flamenco
Mi confianza,Luz Casal,13/11/1999,1,,Mujer,Balada
Cherry Lee,Dover,20/11/1999,1,,Grupo,Rock
O tú o ninguna,Luis Miguel,27/11/1999,1,,Hombre,Balada
Genie in a bottle,Christina Aguilera,4/12/1999,1,,Mujer,R&B
Heartbreaker,Mariah Carey,11/12/1999,1,,Mujer,R&B
Rhythm Divine,Enrique Iglesias,18/12/1999,1,,Hombre,Pop
Gente distinta,Celtas Cortos,25/12/1999,1,,Grupo,Folk
Waiting For Tonight,Jennifer Lopez,1/01/2000,1,,Mujer,pop
That's the Way it Is,Céline Dion,8/01/2000,1,,Mujer,Balada
(You Drive Me) Crazy,Britney Spears,15/01/2000,1,,Mujer,Pop
Radio,The Corrs,22/01/2000,1,,Grupo,Folk
Move Your Body,Eiffel 65,29/01/2000,1,,Hombre,Italodance
The Best of Me,Bryan Adams,5/02/2000,1,,Hombre,Rock
Sentir,Luz Casal,12/02/2000,1,,Mujer,Balada
Pasarán,Tam Tam Go,19/02/2000,1,,Grupo,Pop
Sex Bomb,Tom Jones con Mousse T.,26/02/2000,1,,Colaboración,Pop rock
Corazón espinado,Santana con Maná,4/03/2000,1,,Colaboración,rock
Llamando a la tierra,M Clan,11/03/2000,1,,Grupo,pop-rock
Go Let it Out,Oasis,18/03/2000,1,,Grupo,Pop
Cartoon Heroes,Aqua,25/03/2000,1,,Grupo,Dance
Quiero un camino,Melón Diesel,1/04/2000,1,,Grupo,Pop rock
What a Girl Wants,Christina Aguilera,8/04/2000,1,,Mujer,R&B
The Bad Touch,Bloodhound Gang,15/04/2000,1,,Grupo,rock
Despierta,Miranda Warning,22/04/2000,1,,Grupo,Pop
Charla del pescado,Juan Perro,29/04/2000,1,,Hombre,rock
Sobreviviré,Mónica Naranjo,6/05/2000,2,,Mujer,pop
Se me olvidó otra vez,Maná,20/05/2000,1,,Grupo,Pop rock
Tú sigue así,OBK,27/05/2000,1,,Grupo,Tecnopop
"Bye, Bye, Bye",N Sync,3/06/2000,1,,Grupo,pop
Let's Get Loud,Jennifer Lopez,10/06/2000,1,,Mujer,pop
Entre el mar y una estrella,Thalía,17/06/2000,1,,Mujer,pop latino
I Will Love Again,Lara Fabian,24/06/2000,1,,Hombre,pop
If Only,Hanson,1/07/2000,1,,Grupo,Pop rock
It's My Life,Bon Jovi,8/07/2000,1,,Grupo,rock
Sueño su boca,Raúl,15/07/2000,1,,Hombre,pop
No me dejes de querer,Gloria Estefan,22/07/2000,1,,Mujer,Pop latino
"Maria, Maria",Santana,29/07/2000,1,,Hombre,Rock
La bomba,King África,5/08/2000,1,,Hombre,dance
Oops!... I Did It Again,Britney Spears,12/08/2000,1,,Mujer,Pop
California,Mikel Erentxun,19/08/2000,1,,Hombre,rock
Rayando el sol,Maná,26/08/2000,1,,Grupo,Pop rock
Ya no quiero tu querer,José El Francés,2/09/2000,1,,Hombre,flamenco
El cielo no entiende,OBK,9/09/2000,1,,Grupo,Tecnopop
Breathless,The Corrs,16/09/2000,1,,Grupo,Folk
Cuando nadie me ve,Alejandro Sanz,23/09/2000,1,,Hombre,Pop Latino
El pozo de Arán,Carlos Núñez con Anabela,30/09/2000,1,,Colaboración,folk
Music,Madonna,7/10/2000,1,,Mujer,Pop
Cuídate,La Oreja de Van Gogh,14/10/2000,1,,Grupo,Pop
Rock DJ,Robbie Williams,21/10/2000,1,,Hombre,pop-rock
Life Is a Rollercoaster,Ronan Keating,28/10/2000,1,,Hombre,pop
San Pedro,Revólver,4/11/2000,1,,Grupo,Pop-rock
Entre tú y mil mares,Laura Pausini,11/11/2000,1,,Mujer,Balada
Como Camarón,Estopa,18/11/2000,1,,Grupo,Rumba
Beautiful day,U2,25/11/2000,1,,Grupo,Rock
Ven conmigo (solamente tú),Christina Aguilera,2/12/2000,1,,Mujer,R&B
Shape of my heart,Backstreet Boys,9/12/2000,1,,Grupo,Pop
Fuego en el fuego,Eros Ramazzotti,16/12/2000,1,,Hombre,Pop latino
Quisiera ser,Alejandro Sanz,23/12/2000,1,,Hombre,Pop Latino
París,La Oreja de Van Gogh,30/12/2000,1,,Grupo,Pop
She Bangs,Ricky Martin,6/01/2001,1,,Hombre,Pop latino
Don't Tell Me,Madonna,13/01/2001,1,,Mujer,Pop
El salmón,Andrés Calamaro,20/01/2001,1,,Hombre,Rock
Original Prankster,The Offspring,27/01/2001,1,,Grupo,punk
¿Cómo repartirnos los amigos?,Ella Baila Sola,3/02/2001,1,,Grupo,Pop
Amor se paga con amor,Jennifer Lopez,10/02/2001,1,,Mujer,pop
Stan,Eminem con Dido,17/02/2001,1,,Colaboración,hip hop
Y sin embargo,Joaquín Sabina,24/02/2001,1,,Hombre,Trova
Cacho a cacho,Estopa,3/03/2001,1,,Grupo,Rumba
Déjame,Los Secretos,10/03/2001,1,,Grupo,Pop rock
De vuelta y vuelta,Jarabe de Palo,17/03/2001,1,,Hombre,Rock
Walking Away,Craig David,24/03/2001,1,,Hombre,R&B
Carolina,M-Clan,31/03/2001,1,,Grupo,Pop-rock
Here with Me,Dido,7/04/2001,1,,Hombre,Pop
Y yo sigo aquí,Paulina Rubio,14/04/2001,1,,Mujer,pop latino
La playa,La Oreja de Van Gogh,21/04/2001,2,,Grupo,Pop
Estaciones,Antonio Vega,5/05/2001,1,,Hombre,Pop
El alma al aire,Alejandro Sanz,12/05/2001,1,,Hombre,Pop Latino
Eres un canalla,El Canto del Loco,19/05/2001,1,,Grupo,Pop
The Centre of the Heart,Roxette,26/05/2001,1,,Mujer,Pop-rock
Ruido,Joaquín Sabina,2/06/2001,1,,Hombre,Trova
No rompas mi corazón,Coyote Dax,9/06/2001,1,,Hombre,country
Dos días en la vida,Jarabe de Palo,16/06/2001,1,,Grupo,Rock
One Wild Night,Bon Jovi,23/06/2001,1,,Grupo,rock
Yo quiero bailar,Sonia y Selena,30/06/2001,1,,Grupo,pop latino
Nunca el tiempo es perdido,Manolo García,7/07/2001,1,,Hombre,Pop-rock
Maggie despierta,M-Clan,14/07/2001,1,,Grupo,Pop-rock
Imitation of Life,R.E.M.,21/07/2001,1,,Grupo,Rock
Dile que la quiero,David Civera,28/07/2001,1,,Hombre,pop latino
Me gustas tú,Manu Chao,4/08/2001,1,,Hombre,Rumba
Prohibida,Raúl,11/08/2001,1,,Hombre,pop
Out of Reach,Gabrielle,18/08/2001,1,,Mujer,R&B
Nada de ná',Café Quijano,25/08/2001,1,,Grupo,Rock latino
Vive el verano,Paulina Rubio,1/09/2001,1,,Mujer,pop latino
Angel,Shaggy,8/09/2001,1,,Hombre,Reggae
Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa y Pink",15/09/2001,1,,Colaboración,R&B
"¡Ay, corazón!",Hijas del Sol,22/09/2001,1,,Grupo,pop
Little L,Jamiroquai,29/09/2001,1,,Grupo,Funk
Soledad,La Oreja de Van Gogh,6/10/2001,1,,Grupo,Pop
19-2000,Gorillaz,13/10/2001,1,,Grupo,rock
Pretending,HIM,20/10/2001,1,,Grupo,Metal
Toda,Malú,27/10/2001,1,,Mujer,balada
Cómo quieres que te quiera,Rosario,3/11/2001,1,,Mujer,Flamenco
King George,Dover,10/11/2001,1,,Grupo,Rock
Analyse,The Cranberries,17/11/2001,1,,Grupo,Rock
Can't Get You out of my Head,Kylie Minogue,24/11/2001,1,,Mujer,dance
Gente,Presuntos Implicados,1/12/2001,1,,Grupo,blues
You Rock My World,Michael Jackson,8/12/2001,1,,Hombre,Pop
Partiendo la pana,Estopa,15/12/2001,1,,Grupo,Rumba
Suerte,Shakira,22/12/2001,1,,Mujer,Pop latino
Morenamía,Miguel Bosé,29/12/2001,1,,Hombre,Pop latino
Y sólo se me ocurre amarte,Alejandro Sanz,5/01/2002,1,,Hombre,Pop Latino
Mi música es tu voz,Academia Operación Triunfo 2001,12/01/2002,2,,Grupo,Pop
Hoy,Rosana,26/01/2002,1,,Mujer,Folk
Fallin',Alicia Keys,2/02/2002,1,,Mujer,R&B
No sé qué me das,Fangoria,9/02/2002,1,,Grupo,Electrónica
Te dejo Madrid,Shakira,16/02/2002,1,,Mujer,Pop latino
La lista de la compra,La Cabra Mecánica con María Jiménez,23/02/2002,1,,Colaboración,rumba
Overprotected,Britney Spears,2/03/2002,1,,Mujer,Pop
A gritos de esperanza,Álex Ubago,9/03/2002,1,,Hombre,Balada
Sin ti no soy nada,Amaral,16/03/2002,1,,Mujer,Pop Rock
Vino tinto,Estopa,23/03/2002,1,,Grupo,Rumba
Baila (Sexy Thing),Zucchero,30/03/2002,1,,Hombre,R&B
Son sueños,El Canto del Loco,6/04/2002,1,,Grupo,Pop
Moi... Lolita,Alizée,13/04/2002,1,,Mujer,Pop
Te esperaré,Antonio Orozco,20/04/2002,1,,Hombre,Balada
Lady Blue,Bunbury,27/04/2002,1,,Hombre,Rock
Torero,Chayanne,4/05/2002,1,,Hombre,Pop latino
A New Day Has Come,Céline Dion,11/05/2002,1,,Mujer,Balada
Europe's Living a Celebration,Rosa,18/05/2002,1,,Mujer,pop
Sin miedo a nada,Álex Ubago,25/05/2002,1,,Hombre,Balada
One Day in Your Life,Anastacia,1/06/2002,1,,Mujer,Pop
Atrévete,Chenoa,8/06/2002,1,,Mujer,Pop
Te necesito,Amaral,15/06/2002,1,,Mujer,Pop Rock
Ellas,Alejandro,22/06/2002,1,,Hombre,pop
Ave María,David Bisbal,29/06/2002,1,,Hombre,Pop latino
Sigo intentando,Marta Sánchez,6/07/2002,1,,Mujer,pop latino
A Dios le pido,Juanes,13/07/2002,1,,Hombre,Pop latino
Que la detengan,David Civera,20/07/2002,1,,Hombre,pop latino
Aserejé,Las Ketchup,27/07/2002,1,,Grupo,flamenco
A little less conversation,Elvis Presley,3/08/2002,1,,Hombre,Rock
El aire que me das,David Bustamante,10/08/2002,1,,Hombre,Pop latino
By the Way,Red Hot Chili Peppers,17/08/2002,1,,Grupo,rock
Cruel to Be Kind,Naím Thomas,24/08/2002,1,,Hombre,balada
Lloraré las penas,David Bisbal,31/08/2002,1,,Hombre,Pop latino
Perdona,Tiziano Ferro,7/09/2002,1,,Hombre,pop
Ángel de amor,Maná,14/09/2002,1,,Grupo,Pop rock
Cuando tú vas,Chenoa,21/09/2002,1,,Mujer,Pop
Chihuahua,DJ BoBo,28/09/2002,1,,Hombre,dance
Soy yo,Marta Sánchez,5/10/2002,1,,Mujer,pop latino
The Rising,Bruce Springsteen,12/10/2002,1,,Hombre,Rock
Toda la noche en la calle,Amaral,19/10/2002,1,,Mujer,Pop Rock
Chica de ayer,Enrique Iglesias,26/10/2002,1,,Hombre,Pop
Antihéroe,M-Clan,2/11/2002,1,,Grupo,Pop-rock
Baila Casanova,Paulina Rubio,9/11/2002,1,,Mujer,pop latino
All the Things She Said,t.A.T.u.,16/11/2002,1,,Grupo,Pop Rock
Complicated,Avril Lavigne,23/11/2002,1,,Mujer,Pop Rock
Es por ti,Juanes,30/11/2002,1,,Hombre,Pop latino
No te rindas,Álex Ubago,7/12/2002,1,,Hombre,Balada
Dígale,David Bisbal,14/12/2002,1,,Hombre,Pop latino
Dos hombres y un destino,David Bustamante y Àlex Casademunt,21/12/2002,1,,Colaboración,balada
69 Punto G,Joaquín Sabina,28/12/2002,1,,Hombre,Trova
Electrical Storm,U2,4/01/2003,1,,Grupo,Rock
La fuerza de la vida (La razón de luchar),Academia Operación Triunfo 2002,11/01/2003,1,,Grupo,Pop
I'm Gonna Getcha Good!,Shania Twain,18/01/2003,1,,Mujer,Pop Rock
Morenita,UPA Dance,25/01/2003,1,,Grupo,pop
The Game of Love,Santana con Michelle Branch,1/02/2003,1,,Colaboración,pop rock
Feel,Robbie Williams,8/02/2003,1,,Hombre,pop-rock
Jenny from the Block,Jennifer Lopez con Styles P y Jadakiss,15/02/2003,1,,Colaboración,pop
Color esperanza,Diego Torres,22/02/2003,1,,Hombre,pop latino
Lose Yourself,Eminem,1/03/2003,1,,Hombre,hip hop
Dilemma,Nelly,8/03/2003,1,,Mujer,hip hop
Sk8er Boi,Avril Lavigne,15/03/2003,1,,Mujer,Pop Rock
No me llames iluso,La Cabra Mecánica,22/03/2003,1,,Grupo,rumba
Devuélveme a mi chica,Seguridad social,29/03/2003,1,,Grupo,Rock
Déjame olvidarte,Sergio Dalma,5/04/2003,1,,Hombre,Balada
Sámbame,UPA Dance,12/04/2003,1,,Grupo,pop
Dime,Beth,19/04/2003,1,,Mujer,pop
Bring Me to Life,Evanescence,26/04/2003,1,,Grupo,Metal
Devuélveme la vida,Antonio Orozco,3/05/2003,1,,Hombre,Balada
Cada vez que estoy sin ti,David DeMaría,10/05/2003,1,,Hombre,pop latino
Lucifer,OBK,17/05/2003,1,,Grupo,Tecnopop
American Life,Madonna,24/05/2003,1,,Mujer,Pop
Puedes contar conmigo,La Oreja de Van Gogh,31/05/2003,1,,Grupo,Pop
Bonito,Jarabe de Palo,7/06/2003,1,,Grupo,Rock
Jaleo,Ricky Martin,14/06/2003,1,,Hombre,Pop latino
No te escaparás,Hombres G,21/06/2003,1,,Grupo,Pop rock
Que corra el aire,Manuel Carrasco,28/06/2003,1,,Hombre,Balada
La madre de José,El Canto del Loco,5/07/2003,1,,Grupo,Pop
Una emoción para siempre,Eros Ramazzotti,12/07/2003,1,,Hombre,Pop latino
Bye Bye,David Civera,19/07/2003,1,,Hombre,pop latino
Son de amores,Andy & Lucas,26/07/2003,1,,Grupo,Pop
¡Ojú!,Las Niñas,2/08/2003,1,,Grupo,flamenco
Parando el tiempo,Beth,9/08/2003,1,,Mujer,pop
Crazy in Love,Beyoncé,16/08/2003,1,,Mujer,R&B
20de Enero,La Oreja de Van Gogh,23/08/2003,1,,Grupo,Pop
1 más 1 son 7,Fran Perea,30/08/2003,1,,Hombre,pop
No es lo mismo,Alejandro Sanz,6/09/2003,1,,Hombre,Pop latino
Down,Junior Miguez,13/09/2003,1,,Hombre,hip hop
No es lo mismo,Alejandro Sanz,20/09/2003,1,,Hombre,Pop latino
El viaje,Antonio Orozco,27/09/2003,1,,Hombre,Balada
Yin Yang,Jarabe de Palo,4/10/2003,1,,Grupo,Rock
Going Under,Evanescence,11/10/2003,1,,Grupo,rock
Rosa y espinas,David Civera con David Bisbal,18/10/2003,1,,Colaboración,pop latino
¡Grita!,Vega,25/10/2003,1,,Mujer,Pop
Te necesito,Luis Miguel,1/11/2003,1,,Hombre,Balada
Tanto la quería,Andy & Lucas,8/11/2003,1,,Grupo,Pop
White Flag,Dido,15/11/2003,1,,Hombre,pop
Rosas,La Oreja de Van Gogh,22/11/2003,1,,Grupo,Pop
En tu cruz me clavaste,Chenoa,29/11/2003,1,,Mujer,Pop
Bad Day,R.E.M.,6/12/2003,1,,Grupo,Rock
La esencia de tu voz,Rosa,13/12/2003,1,,Mujer,pop
Mi corazón,Fran Perea,20/12/2003,1,,Hombre,pop
Aunque no te pueda ver,Álex Ubago,27/12/2003,1,,Hombre,Balada
Tequila,Café Quijano,3/01/2004,1,,Grupo,Rock latino
Me Against the Music,Britney Spears con Madonna,10/01/2004,1,,Colaboración,dance
Devuélveme el aire,David Bustamante,17/01/2004,1,,Hombre,balada
La costa del silencio,Mägo de Oz,24/01/2004,1,,Grupo,folk
Y en tu ventana,Andy & Lucas,31/01/2004,1,,Colaboración,Pop
Bulería,David Bisbal,7/02/2004,2,,Hombre,Pop latino
Shut Up,The Black Eyed Peas,21/02/2004,1,,Grupo,Dance pop
Ya nada volverá a ser como antes,El Canto del Loco,28/02/2004,1,,Grupo,Pop
Olvídate de mí,Iguana Tango,6/03/2004,1,,Grupo,rock
In the Shadows,The Rasmus,13/03/2004,1,,Grupo,rock
Tardes negras,Tiziano Ferro,20/03/2004,1,,Hombre,pop
Abre tu mente,Merche,27/03/2004,1,,Mujer,pop
"Me, Myself and I",Beyoncé,3/04/2004,1,,Mujer,R&B
Fuente de energía,Estopa,10/04/2004,1,,Hombre,Rumba
Hey ya!,OutKast,17/04/2004,1,,Grupo,Hip hop
Te quise tanto,Paulina Rubio,24/04/2004,1,,Mujer,pop latino
Dragostea din tei,O-Zone,1/05/2004,1,,Hombre,dance
Left Outside Alone,Anastacia,8/05/2004,2,,Mujer,Pop
Retorciendo palabras,Fangoria,22/05/2004,1,,Mujer,pop
Insoportable,El canto del loco,29/05/2004,1,,Grupo,Pop
Malo,Bebe,5/06/2004,1,,Mujer,Pop
Oye el boom,David Bisbal,12/06/2004,1,,Hombre,Pop latino
Malo,Bebe,19/06/2004,1,,Mujer,Pop
Duele el amor,Aleks Syntek con Ana Torroja,26/06/2004,1,,Colaboración,pop
Quiero ser,Antonio Orozco,3/07/2004,1,,Hombre,Balada
Obsesión,Aventura,10/07/2004,1,,Grupo,Pop latino
Dragostea din tei,O-Zone,17/07/2004,1,,Grupo,dance
Hablando en plata,Melendi,24/07/2004,1,,Hombre,Rumba
Summer Sunshine,The Corrs,31/07/2004,1,,Grupo,Folk
Cuanto antes,Álex Ubago,7/08/2004,1,,Hombre,Balada
Maria Caipirinha,Carlinhos Brown con DJ Dero,14/08/2004,1,,Colaboración,Axé
Pastillas de freno,Estopa,21/08/2004,1,,Hombre,Rumba
"Dale, Don dale",Don Omar,28/08/2004,1,,Hombre,Reggaeton
Sick and Tired,Anastacia,4/09/2004,1,,Mujer,Pop
Miro la vida pasar,Fangoria,11/09/2004,1,,Mujer,pop
Camina y ven,David Bisbal,18/09/2004,1,,Hombre,Pop latino
Valió la pena,Marc Anthony,25/09/2004,1,,Hombre,pop latino
Con la luna llena,Melendi,2/10/2004,1,,Hombre,Rumba
Para que no se duerman mis sentidos,Manolo García,9/10/2004,1,,Hombre,Pop-rock
Precisamente ahora,David DeMaría,16/10/2004,1,,Hombre,pop latino
Ella,Bebe,23/10/2004,1,,Mujer,Pop
Nada valgo sin tu amor,Juanes,30/10/2004,1,,Hombre,Pop latino
Ella,Bebe,6/11/2004,1,,Mujer,Pop
Everybody's Changing,Keane,13/11/2004,1,,Hombre,Rock
Nada valgo sin tu amor,Juanes,20/11/2004,1,,Hombre,Pop latino
Vertigo,U2,27/11/2004,1,,Grupo,Rock
¿Por qué no ser amigos?,Hombres G con Dani Martín,4/12/2004,1,,Colaboración,Pop rock
Vertigo,U2,11/12/2004,1,,Grupo,Rock
Escucha atento,Laura Pausini,18/12/2004,1,,Mujer,Balada
¿Por qué no ser amigos?,Hombres G con Dani Martín,25/12/2004,1,,Colaboración,Pop rock
Sopa fría,M-Clan,1/01/2005,1,,Grupo,Pop-rock
Nada valgo sin tu amor,Juanes,8/01/2005,1,,Hombre,Pop latino
Vertigo,U2,15/01/2005,2,,Grupo,Rock
Es mi soledad,Antonio Orozco,29/01/2005,2,,Hombre,Balada
She Will Be Loved,Maroon 5,12/02/2005,3,,Grupo,pop-rock
Let Me Show You (the Way),Natasha Thomas,5/03/2005,1,,Mujer,pop
Missing,Evanescence,12/03/2005,1,,Grupo,Rock
Volverte a ver,Juanes,19/03/2005,1,,Hombre,Pop latino
Nunca volverá,El Sueño de Morfeo,26/03/2005,2,,Grupo,pop
El universo sobre mí,Amaral,9/04/2005,4,,Mujer,Pop Rock
Stand My Ground,Within Temptation,7/05/2005,1,,Grupo,metal
La camisa negra,Juanes,14/05/2005,3,,Hombre,Pop latino
Caminando por la vida,Melendi,4/06/2005,1,,Hombre,Rumba
La tortura,Shakira y Alejandro Sanz,11/06/2005,4,,Colaboración,Pop latino
Zapatillas,El Canto Del Loco,9/07/2005,2,,Grupo,Pop
Nada fue un error,Coti con Paulina Rubio y Julieta Venegas,23/07/2005,1,,Colaboración,Pop
Zapatillas,El Canto Del Loco,30/07/2005,1,,Grupo,Pop
Días de verano,Amaral,6/08/2005,3,,Mujer,Pop Rock
Don't Phunk with My Heart,The Black Eyed Peas,27/08/2005,1,,Grupo,Dance pop
Días de verano,Amaral,3/09/2005,1,,Mujer,Pop Rock
Con solo una sonrisa,Melendi,10/09/2005,3,,Hombre,Rumba
Días de verano,Amaral,1/10/2005,1,,Mujer,Pop Rock
Have a Nice Day,Bon Jovi,8/10/2005,1,,Grupo,rock
Pokito a poko,Chambao,15/10/2005,1,,Mujer,Rumba
You're Beautiful,James Blunt,22/10/2005,1,,Hombre,Pop rock
No me crees,Efecto Mariposa y Javier Ojeda,29/10/2005,1,,Colaboración,pop
Welcome to My Life,Simple Plan,5/11/2005,1,,Grupo,pop
You're Beautiful,James Blunt,12/11/2005,2,,Hombre,Pop rock
No,Shakira,26/11/2005,1,,Mujer,Pop latino
Hung Up,Madonna,3/12/2005,3,,Mujer,Pop
Antes que ver el sol,Coti,24/12/2005,2,,Hombre,Pop
Hung Up,Madonna,7/01/2006,1,,Mujer,Pop
Volverá,El Canto del Loco,14/01/2006,2,,Grupo,Pop
"Marta, Sebas, Guille y los demás",Amaral,28/01/2006,2,,Mujer,Pop Rock
Hung Up,Madonna,11/02/2006,2,,Mujer,Pop
Rutinas,Chenoa,25/02/2006,2,,Mujer,Pop
Volverá,El Canto del Loco,11/03/2006,3,,Grupo,Pop
Sorry,Madonna,1/04/2006,1,,Mujer,Pop
Déjame verte,Diego Martín con Raquel del Rosario,8/04/2006,2,,Colaboración,pop
Hips Don't Lie,Shakira con Wyclef Jean,22/04/2006,4,,Mujer,Pop latino
Muñeca de trapo,La Oreja de Van Gogh,20/05/2006,2,,Grupo,Pop
One,Mary J. Blige con U2,3/06/2006,1,,Colaboración,R&B
Hips Don't Lie,Shakira con Wyclef Jean,10/06/2006,4,,Colaboración,Pop latino
Besos,El Canto del Loco,8/07/2006,1,,Grupo,Pop
Me voy,Julieta Venegas,15/07/2006,1,,Mujer,pop latino
Todo,Pereza,22/07/2006,1,,Grupo,Pop
Hips Don't Lie,Shakira con Wyclef Jean,29/07/2006,1,,Colaboración,Pop latino
One,Mary J. Blige con U2,5/08/2006,1,,Colaboración,R&B
Resurrección,Amaral,12/08/2006,1,,Mujer,Pop Rock
Satellites,September,19/08/2006,1,,Grupo,dance
Resurrección,Amaral,26/08/2006,1,,Mujer,Pop Rock
Besos,El Canto del Loco,2/09/2006,1,,Grupo,Pop
Malabares,Estopa,9/09/2006,1,,Grupo,Rumba
Nothing Else Matters,Lucie Silvas,16/09/2006,1,,Mujer,pop
Labios compartidos,Maná,23/09/2006,3,,Grupo,Pop rock
Dulce locura,La Oreja de Van Gogh,14/10/2006,1,,Grupo,Pop
En qué estrella estará,Nena Daconte,21/10/2006,2,,Grupo,pop
Labios compartidos,Maná,4/11/2006,1,,Grupo,Pop rock
Let Me Out,Dover,11/11/2006,2,,Grupo,Rock
Por la boca vive el pez,Fito & Fitipaldis,25/11/2006,1,,Grupo,Rock
Te busqué,Nelly Furtado con Juanes,2/12/2006,1,,Colaboración,Pop latino
Let Me Out,Dover,9/12/2006,1,,Grupo,Rock
En qué estrella estará,Nena Daconte,16/12/2006,2,,Grupo,pop
La pared,Shakira,30/12/2006,2,,Mujer,Pop latino
En qué estrella estará,Nena Daconte,13/01/2007,1,,Grupo,pop
Silencio,David Bisbal,20/01/2007,2,,Hombre,Pop latino
Lucky,Lucky Twice,3/02/2007,1,,Grupo,Suecia
Te entiendo,Pignoise,10/02/2007,1,,Grupo,Pop rock
Silencio,David Bisbal,17/02/2007,1,,Hombre,Pop latino
"Te lo agradezco, pero no",Alejandro Sanz con Shakira,24/02/2007,1,,Colaboración,Pop latino
Patience,Take That,3/03/2007,2,,Grupo,pop
Las de la intuición,Shakira,17/03/2007,4,,Mujer,Pop latino
En mi lado del sofá,La Oreja de Van Gogh,14/04/2007,1,,Grupo,Pop
Do Ya,Dover,21/04/2007,2,,Grupo,Rock
Te entiendo,Pignoise,5/05/2007,1,,Grupo,Pop rock
Manda una señal,Maná,12/05/2007,1,,Grupo,Pop rock
Me muero,La Quinta Estación,19/05/2007,2,,Grupo,Pop
Las de la intuición,Shakira,2/06/2007,3,,Mujer,Pop latino
Unwritten,Natasha Bedingfield,23/06/2007,1,,Mujer,R&B
How to Save a Life,The Fray,30/06/2007,2,,Hombre,Pop-rock
All good things (Come to an end),Nelly Furtado,14/07/2007,2,,Mujer,R&B
Chasing Cars,Snow Patrol,28/07/2007,1,,Grupo,pop
Grace Kelly,Mika,4/08/2007,1,,Hombre,pop
Las de la intuición,Shakira,11/08/2007,1,,Mujer,Pop latino
All Good Things (Come to an End),Nelly Furtado,18/08/2007,1,,Mujer,R&B
Calle La Pantomima,Melendi,25/08/2007,2,,Hombre,Rumba
All Good Things (Come to an End),Nelly Furtado,8/09/2007,1,,Mujer,R&B
When the Stars Go Blue,The Corrs con Bono,15/09/2007,1,,Colaboración,rock
Umbrella,Rihanna,22/09/2007,4,,Mujer,R&B
Monsoon,Tokio Hotel,20/10/2007,2,,Grupo,Pop-rock
Nada que perder,Conchita,3/11/2007,1,,Mujer,pop
Umbrella,Rihanna,10/11/2007,1,,Mujer,R&B
Me enamora,Juanes,17/11/2007,3,,Hombre,pop latino
