ID,serie,temporada,episodio,numero,estreno,,puntuacion,votos,imagen,fecha,hora
1230,Friends,1,The One Where the Monkey Gets Away,19,9 Mar. 1995,,8.2,2560,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:04.676638
1231,Friends,1,The One with the Evil Orthodontist,20,6 Apr. 1995,,8,2563,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:04.676638
1232,Friends,1,The One with the Fake Monica,21,27 Apr. 1995,,8,2595,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:04.676638
1233,Friends,1,The One with the Ick Factor,22,4-May-95,,8.4,2555,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:04.676638
1234,Friends,1,The One with the Birth,23,11-May-95,,8.7,2679,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:04.676638
1235,Friends,1,The One Where Rachel Finds Out,24,18-May-95,,8.9,2866,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:04.676638
1236,Friends,2,The One with Ross's New Girlfriend,1,21 Sep. 1995,,8.6,2610,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1237,Friends,2,The One with the Breast Milk,2,28 Sep. 1995,,8.3,2507,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1238,Friends,2,The One Where Heckles Dies,3,5 Oct. 1995,,8.4,2517,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1239,Friends,2,The One with Phoebe's Husband,4,12 Oct. 1995,,8,2447,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1240,Friends,2,The One with Five Steaks and an Eggplant,5,19 Oct. 1995,,8.3,2436,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1241,Friends,2,The One with the Baby on the Bus,6,2 Nov. 1995,,8.6,2643,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1242,Friends,2,The One Where Ross Finds Out,7,9 Nov. 1995,,9,2954,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1243,Friends,2,The One with the List,8,16 Nov. 1995,,8.5,2452,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1244,Friends,2,The One with Phoebe's Dad,9,14 Dec. 1995,,8.1,2377,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1245,Friends,2,The One with Russ,10,4 Jan. 1996,,8.2,2498,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1246,Friends,2,The One with the Lesbian Wedding,11,18 Jan. 1996,,8.2,2435,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1247,Friends,2,The One After the Superbowl: Part 1,12,28 Jan. 1996,,8.7,2577,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1248,Friends,2,The One After the Superbowl: Part 2,13,28 Jan. 1996,,8.8,2638,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1249,Friends,2,The One with the Prom Video,14,1 Feb. 1996,,9.4,4019,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1250,Friends,2,The One Where Ross and Rachel... You Know,15,8 Feb. 1996,,8.9,2753,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1251,Friends,2,The One Where Joey Moves Out,16,15 Feb. 1996,,8.6,2355,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1252,Friends,2,The One Where Eddie Moves In,17,22 Feb. 1996,,8.4,2349,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1253,Friends,2,The One Where Dr. Ramoray Dies,18,21 Mar. 1996,,8.5,2341,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1254,Friends,2,The One Where Eddie Won't Go,19,28 Mar. 1996,,8.6,2417,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1255,Friends,2,The One Where Old Yeller Dies,20,4 Apr. 1996,,8.2,2262,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1256,Friends,2,The One with the Bullies,21,25 Apr. 1996,,8.3,2305,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1257,Friends,2,The One with the Two Parties,22,2-May-96,,9,2855,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1258,Friends,2,The One with the Chicken Pox,23,9-May-96,,8.2,2346,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1259,Friends,2,The One with Barry and Mindy's Wedding,24,16-May-96,,8.3,2295,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:10.674535
1260,Friends,3,The One with the Princess Leia Fantasy,1,16 Sep. 1996,,8.5,2404,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1261,Friends,3,The One Where No One's Ready,2,26 Sep. 1996,,9,3214,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1262,Friends,3,The One with the Jam,3,3 Oct. 1996,,8.2,2290,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1263,Friends,3,The One with the Metaphorical Tunnel,4,10 Oct. 1996,,8.2,2199,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1264,Friends,3,The One with Frank Jr.,5,17 Oct. 1996,,8.2,2261,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1265,Friends,3,The One with the Flashback,6,31 Oct. 1996,,9.1,2984,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1266,Friends,3,The One with the Race Car Bed,7,7 Nov. 1996,,8.4,2215,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1267,Friends,3,The One with the Giant Poking Device,8,14 Nov. 1996,,8.4,2225,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1268,Friends,3,The One with the Football,9,21 Nov. 1996,,9.1,3244,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1269,Friends,3,The One Where Rachel Quits,10,12 Dec. 1996,,8.2,2234,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1270,Friends,3,The One Where Chandler Can't Remember Which Sister,11,9 Jan. 1997,,8.6,2308,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1271,Friends,3,The One with All the Jealousy,12,16 Jan. 1997,,8.3,2196,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1272,Friends,3,The One Where Monica and Richard Are Just Friends,13,30 Jan. 1997,,8.3,2196,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1273,Friends,3,The One with Phoebe's Ex-Partner,14,6 Feb. 1997,,8,2210,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1274,Friends,3,The One Where Ross and Rachel Take a Break,15,13 Feb. 1997,,8.6,2385,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1275,Friends,3,The One the Morning After,16,20 Feb. 1997,,9.1,2899,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1276,Friends,3,The One Without the Ski Trip,17,6 Mar. 1997,,8.4,2158,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1277,Friends,3,The One with the Hypnosis Tape,18,13 Mar. 1997,,8.5,2246,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1278,Friends,3,The One with the Tiny T-Shirt,19,27 Mar. 1997,,8.2,2179,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1279,Friends,3,The One with the Dollhouse,20,10 Apr. 1997,,8.2,2162,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1280,Friends,3,The One with the Chick and the Duck,21,17 Apr. 1997,,8.8,2319,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1281,Friends,3,The One with the Screamer,22,24 Apr. 1997,,8.4,2222,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1282,Friends,3,The One with Ross's Thing,23,1-May-97,,8.2,2171,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1283,Friends,3,The One with the Ultimate Fighting Champion,24,8-May-97,,8.2,2288,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1284,Friends,3,The One at the Beach,25,15-May-97,,8.9,2539,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:15.759428
1285,Friends,4,The One with the Jellyfish,1,25 Sep. 1997,,9.1,2907,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1286,Friends,4,The One with the Cat,2,2 Oct. 1997,,8.2,2202,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1287,Friends,4,The One with the 'Cuffs,3,9 Oct. 1997,,8.5,2194,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1288,Friends,4,The One with the Ballroom Dancing,4,16 Oct. 1997,,8.3,2160,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1289,Friends,4,The One with Joey's New Girlfriend,5,30 Oct. 1997,,8.5,2183,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1290,Friends,4,The One with the Dirty Girl,6,6 Nov. 1997,,8.6,2240,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1291,Friends,4,The One Where Chandler Crosses the Line,7,13 Nov. 1997,,8.8,2281,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1292,Friends,4,The One with Chandler in a Box,8,20 Nov. 1997,,9.2,2963,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1293,Friends,4,The One Where They're Going to Party!,9,11 Dec. 1997,,8.1,2120,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1294,Friends,4,The One with the Girl from Poughkeepsie,10,18 Dec. 1997,,8.1,2101,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1295,Friends,4,The One with Phoebe's Uterus,11,8 Jan. 1998,,8.5,2216,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1296,Friends,4,The One with the Embryos,12,15 Jan. 1998,,9.5,4257,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1297,Friends,4,The One with Rachel's Crush,13,29 Jan. 1998,,8.3,2092,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1298,Friends,4,The One with Joey's Dirty Day,14,5 Feb. 1998,,8.3,2111,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1299,Friends,4,The One with All the Rugby,15,26 Feb. 1998,,8.5,2202,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1300,Friends,4,The One with the Fake Party,16,19 Mar. 1998,,8.3,2119,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1301,Friends,4,The One with the Free Porn,17,26 Mar. 1998,,8.7,2242,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1302,Friends,4,The One with Rachel's New Dress,18,2 Apr. 1998,,8.4,2088,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1303,Friends,4,The One with All the Haste,19,9 Apr. 1998,,8.8,2181,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1304,Friends,4,The One with All the Wedding Dresses,20,16 Apr. 1998,,8.6,2146,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1305,Friends,4,The One with the Invitation,21,23 Apr. 1998,,7.3,2325,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1306,Friends,4,The One with the Worst Best Man Ever,22,30 Apr. 1998,,8.6,2115,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1307,Friends,4,The One with Ross's Wedding: Part One,23,7-May-98,,8.8,2347,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1308,Friends,4,The One with Ross's Wedding: Part Two,24,7-May-98,,9.2,3005,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:21.003976
1309,Friends,5,The One After Ross Says Rachel,1,24 Sep. 1998,,9,2541,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1310,Friends,5,The One with All the Kissing,2,1 Oct. 1998,,9,2569,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1311,Friends,5,The One Hundredth,3,8 Oct. 1998,,8.8,2291,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1312,Friends,5,The One Where Phoebe Hates PBS,4,18 Oct. 1998,,8.4,2076,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1313,Friends,5,The One with the Kips,5,29 Oct. 1998,,8.8,2210,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1314,Friends,5,The One with the Yeti,6,5 Nov. 1998,,8.2,2083,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1315,Friends,5,The One Where Ross Moves In,7,12 Nov. 1998,,8.5,2100,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1316,Friends,5,The One with All the Thanksgivings,8,19 Nov. 1998,,9.2,3028,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1317,Friends,5,The One with Ross's Sandwich,9,10 Dec. 1998,,9.1,2754,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1318,Friends,5,The One with the Inappropriate Sister,10,17 Dec. 1998,,8.3,2055,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1319,Friends,5,The One with All the Resolutions,11,7 Jan. 1999,,9.1,2653,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1320,Friends,5,The One with Chandler's Work Laugh,12,21 Jan. 1999,,8.4,2038,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1321,Friends,5,The One with Joey's Bag,13,4 Feb. 1999,,8.2,2047,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1322,Friends,5,The One Where Everybody Finds Out,14,11 Feb. 1999,,9.7,5757,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1323,Friends,5,The One with the Girl Who Hits Joey,15,18 Feb. 1999,,8.6,2175,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1324,Friends,5,The One with the Cop,16,25 Feb. 1999,,8.6,2201,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1325,Friends,5,The One with Rachel's Inadvertent Kiss,17,18 Mar. 1999,,8.6,2092,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1326,Friends,5,The One Where Rachel Smokes,18,8 Apr. 1999,,8.1,2038,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1327,Friends,5,The One Where Ross Can't Flirt,19,22 Apr. 1999,,8.8,2272,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1328,Friends,5,The One with the Ride Along,20,29 Apr. 1999,,8.4,2009,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1329,Friends,5,The One with the Ball,21,6-May-99,,8.6,2116,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
1330,Friends,5,The One with Joey's Big Break,22,11-May-99,,8.4,1993,"https://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_.jpg",4/25/2018,11:41:26.683516
